12741,11079,15053,14891,13100,12878,12583,8348.1,10699,10196,8226.8,7556.1,11924,7072.9,1636.9,7533.7,11877,12186,12334,11929,12483,11372,10752,10520,4919.2,12507,6048.4,14015,12408,9734.1,10412,10977,8254.5,5861.8,7789.4,9647,4431.3,5427.6,9310.6,10787,12418,11156,11028,9997.2,9820.6,10510,10401,8786.9,11754,10743,13881,13606,11785,12376,12019,8236.4,9692,10426,9145.5,7615.6,12210,7316.4,1817.7,7716.5,11456,11280,12137,12216,12140,11069,10470,10550,3839.6,12050,5408.7,13394,12284,9467.3,9731.5,10532,8209.4,5021.6,7371.1,9084.2,3571.7,4207.6,8421.8,9893.8,11479,10756,10385,10356,9629.1,10451,10418,8608.3,11232,9918.7,7297.4,8968.5,10415,9989.5,9133.9,6758,11030,9480.8,7202.6,8825.5,10774,9946,8883.6,6567.3
12739,11060,15004,14841,13035,12821,12521,8364.1,10629,10131,8249.7,7568.5,11833,7070.3,1641.6,7466,11831,12126,12304,11833,12457,11325,10686,10522,4921.2,12452,6026.8,13971,12347,9710.1,10357,10871,8236.3,5878.7,7757.1,9619.6,4433.5,5423.5,9246.8,10783,12343,11073,10948,10002,9774.8,10447,10330,8817.5,11761,10722,13834,13537,11687,12348,11963,8232.9,9635.8,10338,9139.9,7616.2,12151,7292.1,1817.8,7666.9,11402,11177,12064,12129,12091,11013,10375,10536,3832.5,11950,5404.9,13371,12219,9424.8,9648.3,10468,8230.4,5083.4,7330.1,9030.4,3562.8,4226.2,8406.8,9843.1,11391,10673,10327,10288,9634.7,10387,10414,8592.5,11192,9884.8,7291.9,8956.2,10341,9976.2,9126.9,6776.2,10995,9457.6,7269.4,8813.4,10870,9986.7,8816.3,6573.4
12732,11062,14997,14849,13007,12833,12554,8352.8,10672,10132,8251.9,7582.7,11867,7123,1641.7,7483.4,11868,12130,12326,11836,12457,11310,10696,10561,4934.4,12470,6045.4,13974,12374,9705.7,10348,10967,8270.5,5885.6,7762.6,9623.7,4449.7,5410.3,9252.2,10763,12355,11148,10977,9995.6,9812.1,10494,10365,8768.3,11742,10751,13834,13545,11716,12366,11985,8240.6,9651,10352,9114.5,7602.1,12179,7317,1811.3,7706.5,11409,11192,12064,12139,12094,10998,10386,10566,3862.8,11968,5446.7,13366,12240,9430.8,9664.2,10511,8233.5,5031.6,7373,9051.5,3567.4,4213.6,8422.7,9868.6,11441,10728,10372,10341,9645.5,10417,10376,8611.1,11196,9905.8,7348.9,8988,10486,10001,9127.3,6777.5,11016,9474.8,7240.9,8823.8,10841,9955.4,8863.7,6585.9
12718,11051,14980,14838,12999,12824,12526,8353.3,10629,10098,8220.7,7558.5,11881,7042.1,1640.4,7502.1,11822,12092,12297,11851,12453,11301,10682,10507,4914.8,12460,6060.8,13972,12354,9662.7,10314,10863,8229,5861.2,7748.4,9606.2,4428.7,5409.5,9218.9,10749,12365,11088,10934,10012,9776.4,10444,10350,8784.2,11715,10702,13823,13533,11682,12392,11959,8249.8,9655.5,10353,9122.3,7595.9,12166,7276.8,1814.8,7699.3,11384,11189,12035,12115,12075,10982,10365,10502,3834.4,11956,5404.6,13326,12213,9407.1,9630.6,10438,8230,5026.8,7321.9,9019.7,3548,4212.7,8385.5,9827.2,11377,10665,10303,10338,9604.6,10373,10351,8578.5,11230,9888.2,7349.5,8958.3,10405,10009,9097.2,6758.3,11014,9449.8,7257.8,8810.8,10821,9972.5,8835.4,6561.5
12713,11058,14949,14815,13001,12790,12497,8336.9,10666,10141,8207.9,7560.2,11858,7037.4,1639.6,7457.4,11763,12055,12242,11827,12428,11265,10642,10405,4902.9,12442,6039.6,13950,12366,9656.2,10295,10770,8244.7,5845,7771.5,9543.8,4406.5,5408.3,9220.2,10717,12363,11082,10956,9958.2,9781.8,10456,10256,8737.5,11701,10713,13804,13507,11683,12349,11944,8223.9,9637.4,10325,9102.5,7602.4,12123,7237.6,1808.5,7655.9,11340,11156,12006,12121,12099,10967,10312,10460,3796.8,11950,5381.6,13350,12217,9407.2,9629.1,10372,8235.7,5026.9,7348.4,8968.2,3570.2,4206.8,8375.4,9773.3,11395,10651,10288,10330,9562.7,10342,10351,8514.4,11202,9907.3,7320.7,8945.6,10388,10030,9089.3,6753.7,10981,9465.9,7240,8798.7,10697,9969.1,8837.9,6557.6
12754,11071,14987,14844,13044,12816,12498,8380,10689,10174,8245.5,7576.8,11850,7082.7,1636.3,7448.1,11758,12050,12214,11825,12492,11295,10635,10413,4929.4,12441,6056.7,13974,12358,9651.2,10306,10838,8288.5,5889.9,7793,9539.6,4432.1,5412.8,9216.6,10715,12364,11092,10971,10008,9793.8,10467,10242,8716,11746,10725,13811,13522,11741,12371,11944,8269.3,9658.7,10363,9143.9,7611.9,12163,7293.4,1815.8,7687.7,11327,11137,11969,12112,12138,11007,10345,10418,3824.7,11943,5433.1,13339,12205,9404.9,9623.9,10417,8264.9,5037,7358.4,8980.9,3572.2,4214.8,8398,9801.5,11393,10663,10289,10313,9567.4,10342,10307,8499.8,11208,9923.1,7292.6,8935.2,10480,10063,9125.6,6744.2,11005,9471.6,7231.6,8786.2,10807,10014,8842.6,6552.3
12721,11095,14963,14812,13029,12824,12525,8361.3,10727,10180,8247.5,7583.2,11878,7086.4,1646,7444.2,11765,12033,12216,11835,12477,11277,10655,10409,4949.7,12448,6065.9,14004,12329,9650.5,10309,10832,8262.8,5911.7,7781,9551.1,4463.5,5418.7,9204.3,10711,12360,11124,10946,10007,9813,10496,10272,8685.9,11735,10721,13795,13504,11721,12365,11962,8239.1,9678.7,10390,9153.6,7627.3,12158,7372.3,1824.1,7639.6,11361,11129,12015,12133,12080,10961,10348,10369,3868.1,11960,5428.1,13361,12215,9383.4,9616.5,10381,8259.6,5078,7346.4,8979,3579.1,4228.8,8374.3,9751.5,11407,10669,10318,10327,9631.9,10391,10292,8459.7,11191,9901.8,7245.3,8925.6,10475,10041,9143.4,6739.7,10964,9478.1,7234.2,8795.4,10759,10065,8848.4,6534.2
12727,11103,14998,14840,13044,12818,12567,8372.5,10757,10200,8261.6,7576.1,11903,7087.8,1647.1,7467.3,11808,12094,12261,11889,12474,11332,10728,10474,4920.2,12492,6073.4,13987,12389,9715.3,10383,10911,8291.1,5897.1,7773.1,9613,4468.4,5430.4,9284.2,10757,12391,11166,11020,10065,9823.8,10548,10317,8753.9,11760,10770,13822,13544,11776,12393,12013,8291.6,9709.1,10444,9190.8,7624.9,12202,7351.2,1820.4,7670.5,11423,11191,12090,12188,12112,11004,10400,10461,3877.5,12001,5442.5,13386,12260,9431.3,9673.2,10444,8294.3,5064,7383.8,9021.8,3589.1,4220.4,8425.5,9842.6,11449,10739,10390,10377,9670,10454,10340,8558.4,11209,9969.1,7285.2,8959.6,10466,10090,9147.3,6757.3,11029,9518.4,7246.3,8814.7,10869,10068,8892,6556.6
12769,11118,15022,14837,13098,12865,12587,8396.3,10703,10185,8291.1,7573.6,11917,7087.9,1645.2,7535.5,11887,12135,12302,11932,12471,11369,10770,10519,4993.2,12498,6092.7,13978,12416,9755.7,10419,10942,8279.6,5913.3,7791.2,9625.9,4487,5422.8,9287,10777,12421,11184,11043,10039,9845.9,10540,10440,8770.2,11797,10755,13842,13561,11838,12433,12040,8304.7,9734.8,10435,9204.8,7644.2,12241,7341.8,1830.6,7733.3,11450,11222,12145,12211,12110,11050,10476,10489,3891.3,12029,5444.6,13374,12261,9465.7,9706.8,10475,8299.5,5069.3,7409.5,9046.5,3547.4,4233.2,8442.7,9881.8,11505,10754,10378,10394,9665.8,10481,10403,8591.9,11240,9964,7280.7,8977.7,10486,10085,9145.4,6753.8,11065,9535.8,7278.5,8826.2,10948,10044,8887.1,6563.6
12750,11110,15019,14860,13123,12864,12580,8378.6,10669,10173,8272.4,7583.4,11973,7115.9,1655.5,7596.9,11865,12175,12338,11943,12489,11372,10757,10506,4914,12477,6051.9,13982,12417,9749.3,10413,10907,8258.9,5914.6,7811.1,9595,4472.8,5443.8,9303.6,10782,12419,11165,11017,9998.5,9870.3,10524,10445,8747.5,11738,10747,13834,13556,11823,12409,12028,8256.2,9711.3,10421,9205.3,7619,12227,7351.6,1826.3,7730.6,11444,11235,12155,12211,12093,11070,10493,10502,3834.8,12026,5408,13357,12255,9475.8,9731.3,10454,8245.1,5036.5,7421.3,9036.7,3587.2,4231.1,8449.8,9908.7,11449,10736,10374,10416,9671.4,10504,10417,8585.3,11273,9931.1,7318.9,8986.9,10482,10060,9140.6,6781.5,11060,9522.7,7251.5,8854.1,10872,10008,8870.5,6587.9
