14594,11094,15522,15646,13478,13115,13244,7754.4,9360.8,9999.5,6240,6830.6,10685,5227.3,1559.3,7295.5,12641,12305,11789,11168,11626,11497,10493,11035,3007.6,12088,5142.8,13118,12076,9387.3,10250,11546,7386.7,5991.4,7842.8,9408.3,3629.9,5901.8,9205.8,9808.2,12586,10986,10422,9734.2,9504.8,10144,10911,9268.8,13920,10860,14776,13476,12238,12880,12506,7997.1,9902.3,10922,7031.9,7517.5,11284,4395.7,1053.7,7791.2,11383,11146,11808,11592,11949,11397,11537,10727,3451.6,11746,5110.6,13046,11891,9140.4,9657.5,10928,8252.1,5171.2,7627.8,8901,2500.4,4368.4,8594.8,10164,12140,10876,10231,10061,9413.4,10501,10498,10102,10487,9029.7,6562,8934.6,9745.7,11144,9270.4,7166.8,10343,8925.1,6462.2,8788.4,9588.9,10123,8780.6,7037.2
14584,11032,15523,15646,13392,13042,13257,7728.4,9306.9,9950.7,6205.3,6821.9,10677,5233.2,1554.4,7292.9,12661,12324,11745,11113,11610,11525,10534,11033,3015.5,12107,5119.3,13098,12048,9395.8,10263,11574,7326.8,5971.2,7833.3,9428.1,3604.3,5890.5,9249.1,9831.6,12510,10965,10395,9700.1,9505.5,10109,10930,9327.1,13905,10800,14780,13484,12172,12804,12521,7959.8,9877.9,10900,6997.7,7531.3,11228,4406.5,1050.3,7796.5,11422,11166,11777,11553,11967,11429,11618,10739,3440.6,11766,5067.1,13005,11869,9151.4,9663.3,10924,8204.5,5163.3,7614.2,8910.2,2499.3,4350.1,8621.4,10219,12052,10854,10213,10044,9396.8,10493,10527,10175,10507,9024.1,6530.2,8947.7,9819.2,11071,9252.9,7193.3,10382,8930.5,6482.3,8784.7,9635,10127,8764.7,7057.7
14583,11028,15502,15663,13366,13042,13251,7694.8,9312.9,9935,6201.4,6843.2,10684,5267.1,1566.6,7318.9,12636,12319,11736,11104,11591,11567,10539,11011,3014.7,12116,5138.5,13069,12037,9412.8,10262,11551,7326.9,5944.1,7791.4,9407.2,3618.5,5912.7,9227.7,9817,12487,10946,10397,9725.2,9492.3,10110,10908,9352.4,13944,10803,14782,13475,12109,12794,12514,7932.5,9855.6,10916,6987.3,7558.8,11217,4369.7,1057.1,7804.5,11422,11217,11776,11570,11970,11431,11635,10701,3447.3,11778,5104.8,13009,11831,9162.8,9667.2,10871,8208.4,5124.2,7581.3,8898.1,2479.2,4350.5,8594.3,10197,11992,10809,10190,10012,9385.4,10513,10536,10197,10501,9009.9,6590.3,8944.6,9857.6,11052,9262,7192.3,10404,8923.2,6506.1,8788.7,9681.2,10092,8750.1,7057.9
14564,11052,15486,15644,13372,13051,13249,7709.2,9347.9,9943.6,6188.7,6798.7,10725,5253.9,1567.8,7339,12661,12295,11798,11139,11548,11540,10536,11040,3009.4,12120,5115,13079,12033,9381.2,10226,11558,7333.1,5965.8,7818.1,9434,3626,5899.3,9254,9817.2,12560,10978,10423,9707.3,9510.6,10173,10918,9339.7,13918,10801,14774,13482,12149,12809,12516,7932.9,9836.8,10903,7005.7,7517.8,11227,4365.5,1052.9,7842.7,11429,11188,11814,11576,11942,11437,11606,10718,3442.5,11765,5093.1,13019,11848,9161.8,9662.9,10887,8219.5,5124.9,7620.8,8916.2,2492.4,4365.9,8629.6,10209,12108,10856,10244,10042,9439.6,10554,10532,10187,10494,9025.8,6561.7,8943,9836.1,11079,9263.8,7199.9,10362,8928.5,6461.7,8815.1,9673.9,10118,8771.1,7057
14615,11077,15523,15689,13487,13122,13259,7734.8,9343.3,10035,6195.9,6838.6,10778,5235.2,1565.9,7358.5,12661,12303,11789,11196,11612,11532,10540,11043,3015.2,12113,5138.3,13110,12076,9389.9,10218,11521,7373.2,5926.5,7826.9,9417.6,3627.6,5901,9254.8,9824.8,12571,11011,10447,9730.2,9534.8,10172,10945,9284.8,13935,10850,14799,13491,12202,12843,12533,7953.3,9875.4,10941,7015.6,7522.5,11302,4421.5,1056.5,7843.3,11416,11161,11802,11606,11954,11412,11577,10730,3453.9,11771,5105,13048,11900,9160.3,9641,10915,8259.2,5101.8,7615.1,8908,2481.5,4350.8,8639.4,10181,12108,10882,10248,10023,9438.4,10536,10535,10151,10523,9055.5,6558.1,8953.1,9786.7,11089,9268.7,7183.3,10341,8949.1,6466.7,8800,9581.4,10113,8760.8,7044.8
14652,11113,15541,15674,13483,13123,13260,7747.3,9344,10025,6222.7,6806.8,10743,5210.8,1556.8,7360.4,12639,12290,11779,11166,11594,11515,10559,11078,3027.9,12160,5123.7,13160,12090,9398.1,10241,11561,7394.2,5963.1,7826.6,9447.3,3596.8,5889.6,9288,9838.6,12662,11030,10441,9703.2,9571,10178,10949,9321.3,13945,10865,14786,13486,12206,12870,12518,7972.8,9848,10938,7035.8,7531.2,11303,4402,1060.4,7814.7,11396,11151,11798,11585,11959,11394,11619,10754,3454.5,11786,5121.7,13117,11930,9159.4,9652.7,10924,8272.6,5117.8,7586.5,8920.2,2473.8,4354.4,8634.1,10197,12190,10903,10257,10015,9442.7,10557,10560,10168,10553,9054.2,6562.3,8983.5,9812.3,11089,9275.4,7172.1,10374,8967.7,6498.4,8816.8,9552.6,10118,8790.1,7029.7
14609,11081,15524,15650,13473,13092,13287,7754.8,9350,10004,6242.9,6806.8,10729,5197.5,1543.9,7311.4,12671,12299,11767,11157,11625,11533,10560,11047,3013.6,12168,5139.5,13114,12080,9416.9,10256,11558,7370.9,5886.2,7818.2,9417.8,3569.6,5881.8,9250.2,9808,12577,11044,10468,9777.4,9554.8,10171,10919,9348.1,13940,10858,14796,13488,12209,12897,12546,7998.8,9859.7,10950,7021.1,7522.8,11278,4380.5,1052.1,7804.8,11424,11162,11811,11585,11979,11401,11597,10729,3446.5,11794,5108.4,13067,11902,9173.7,9663.5,10895,8266.3,5105.9,7581.7,8902.2,2459.1,4334.5,8601.8,10171,12130,10911,10243,10061,9447.1,10551,10548,10160,10523,9045.4,6597.6,8966.8,9743.7,11080,9228.6,7189.2,10370,8951.6,6445.8,8811,9544.7,10122,8736.7,7030.7
14614,11050,15517,15634,13414,13067,13264,7747.1,9325.3,9989.4,6218.6,6803.7,10711,5196.7,1555.2,7312.5,12677,12300,11739,11145,11617,11559,10545,11047,3035.3,12130,5148.4,13093,12060,9386.3,10227,11552,7345.4,5916.9,7814,9419.2,3593.7,5883.8,9249.8,9821.7,12488,11013,10426,9758,9522.8,10152,10914,9351,13946,10829,14795,13477,12164,12816,12542,7953.7,9833.5,10928,6994.6,7502.4,11266,4404.9,1048.5,7798.9,11443,11203,11783,11540,11946,11405,11635,10745,3454.8,11787,5082.9,12984,11862,9157.8,9649.4,10859,8231.7,5077.4,7583.5,8903.2,2461.9,4335.2,8600.2,10199,12047,10874,10253,10014,9385.7,10520,10508,10214,10541,9006.4,6595.9,8939.4,9835,11065,9219.4,7141.6,10373,8898.6,6462.1,8797.9,9622.7,10112,8699.8,6997.3
14589,11068,15502,15651,13394,13056,13234,7732.1,9329.6,9941.6,6185.4,6766.5,10689,5171.6,1548.6,7322.1,12643,12297,11761,11122,11574,11534,10554,11052,3009.2,12108,5135.7,13073,12067,9374.1,10228,11529,7354.4,5922.8,7811.6,9414.8,3570.2,5901.6,9247.2,9822.8,12572,10996,10428,9729.7,9519.3,10145,10928,9334,13903,10838,14774,13471,12183,12789,12498,7943.9,9831.4,10921,6983,7491.2,11226,4376.3,1054.4,7814.4,11436,11204,11799,11564,11922,11417,11626,10741,3434.1,11752,5074.9,13008,11862,9125.5,9649.6,10879,8248.6,5087.9,7595,8895.2,2455.4,4362.7,8613.3,10193,12103,10886,10249,10013,9411.3,10557,10510,10188,10514,9003.3,6535.6,8936.9,9870.5,11101,9223,7200.1,10378,8928.8,6461.7,8805.3,9634.7,10105,8746.6,7059.2
14607,11086,15506,15678,13393,13071,13257,7757.4,9336.7,9963,6207.1,6788.5,10740,5195.7,1548.7,7353.9,12638,12306,11790,11139,11586,11509,10582,11091,3022.9,12120,5151,13128,12088,9417,10253,11561,7393.3,5946.4,7822,9438.8,3589.4,5907.8,9266.6,9831.3,12621,10992,10438,9727.5,9548.4,10153,10942,9325.3,13938,10865,14775,13480,12216,12844,12503,7986.6,9860.9,10928,7045.8,7527.3,11292,4394.4,1052.9,7832.5,11396,11181,11819,11578,11941,11425,11618,10785,3463.4,11757,5103.1,13078,11893,9181.4,9658.1,10949,8261.5,5143.4,7648,8923.2,2488.2,4354.5,8633.9,10189,12132,10874,10242,10069,9479.5,10547,10538,10167,10565,9075.2,6582,8988.2,9799.8,11123,9275.8,7200.9,10334,8966,6519.4,8831.7,9617.2,10133,8799,7054.8
